name,id,class,mass,fall,year,reclat,reclong
Nullarbor ,17941,H5,40000.0,Found,1935,-31.0,132.0
Ocate,48976,"Iron, IAB-MG",6400.0,Found,1986,36.29533,-105.04833
Nurina ,17961,H4,2.7,Found,1973,-30.66667,126.4
Nyanga Lake ,17966,H3,397.1,Found,1986,-29.78,126.45667
Oak,17971,L5,75.3,Found,1968,-31.58333,127.7
Oakley (iron),17972,"Iron, IIIF",111000.0,Found,1926,42.33333,-113.7
Oakley (stone),17973,H6,27700.0,Found,1895,38.95,-101.01667
Oasis State Park,17974,OC,606.0,Found,1968,34.22833,-103.35833
Oberlin,17975,LL5,2500.0,Found,1911,39.8,-100.51667
Obernkirchen,17976,"Iron, IVA",41000.0,Found,1863,52.26667,9.1
Ocotillo,17980,"Iron, IAB-MG",28570.0,Found,1990,32.83333,-116.06667
Octave Mine,35633,H5,1304.2,Found,2004,34.13228,-112.70225
Oczeretna,17981,H4,130.0,Found,1871,49.31667,31.51667
Odessa (iron),17985,"Iron, IAB-MG",1600000.0,Found,1922,31.71667,-102.4
Odessa (stone),17986,H4,1926.0,Found,1960,46.5,30.76667
O'Donnell,17987,H5,12700.0,Found,1992,32.91217,-101.91867
Ogallala,17992,"Iron, IAB-sLL",3300.0,Found,1918,41.16667,-101.66667
Okahandja,17999,"Iron, IIAB",6580.0,Found,1926,-21.98333,16.93333
Okechobee,18001,L4,1000.0,Found,1916,26.68333,-80.8
Oktibbeha County,18003,"Iron, IAB-ung",156.0,Found,1854,33.5,-89.0
Old Dominion Mine,18004,H4,42.0,Found,2000,34.85958,-116.22113
Old Homestead ,18005,Howardite,783.0,Found,1991,-31.16667,127.75
Old Woman,18007,"Iron, IIAB",2753000.0,Found,1976,34.46667,-115.23333
Oldfield River,18010,H5,150.0,Found,1972,-33.0,121.0
Oldman Mountain,56392,H5,198.96,Found,2008,33.67248,-114.2917
Oliver,18014,L6,6690.0,Found,1984,41.2,-103.68333
Olton,18016,H3.5,953.0,Found,1948,34.16722,-102.13361
O'Malley ,18017,H6,1403.0,Found,1991,-30.75,131.16667
Onello,18020,"Iron, ungrouped",164.0,Found,1997,63.16667,137.66667
Ooldea ,54925,L6,587.4,Found,2010,-30.54603,131.9705
Opava,18021,Iron,14300.0,Found,1925,49.96667,17.9
Ophara,18022,H4,85.4,Found,1983,-32.12333,141.07972
Orange River (iron),18023,"Iron, IIIAB",148800.0,Found,1855,-30.0,25.0
Orimattila,18028,H4,1872.0,Found,1974,60.58333,25.58333
Orlovka,18029,H5,40500.0,Found,1928,56.0,76.75
Oro Grande,18031,H5,513.0,Found,1971,32.37167,-106.25833
Oroville,18032,"Iron, IIIAB",24500.0,Found,1893,39.68333,-121.63333
Oscuro Mountains,18035,"Iron, IAB-MG",3600.0,Found,1895,33.63333,-106.38333
Oshkosh,18036,H,144.8,Found,1961,44.07694,-88.56278
Osseo,18037,"Iron, IAB complex",46300.0,Found,1931,47.63333,-80.08333
Osterplana,18038,Relict OC,,Found,1987,58.58333,13.43333
Österplana ,44802,Relict OC,,Found,1993,58.58333,13.43333
Otchinjau,18041,"Iron, IVA",30000.0,Found,1919,-16.5,14.0
Otinapa,18043,"Pallasite, PMG",8400.0,Found,1986,24.18333,-105.03333
Otis,18044,L6,2600.0,Found,1940,38.53333,-99.05
Otto,18047,H5,28.0,Found,1970,35.16667,-105.98333
Ouallen,18048,H6,5174.0,Found,1936,24.16667,0.08333
Oubari,18049,LL6,8000.0,Found,1944,26.8,13.58333
Oufrane,18051,L,540.0,Found,1969,28.29583,0.025
Outpost Nunatak A,18053,H3.8,35.5,Found,1980,-75.83333,158.2
Ouzina,18054,R4,642.0,Found,1999,30.8,-4.18333
Overland Park,18056,H4,1374.0,Found,1998,38.96667,-94.66667
Ovid,18057,H6,6169.0,Found,1939,40.96667,-102.4
Ovid (b),31283,H5,860.0,Found,1943,40.75833,-102.375
Owasco,18060,L6,168400.0,Found,1984,41.2,-103.68333
Owens Valley,18061,"Iron, IIIAB",192800.0,Found,1913,37.46667,-118.0
Oxford,18063,H5,6000.0,Found,1985,40.16667,-99.66667
Oyogos-Yar,18064,H4,1200.0,Found,1990,72.68333,143.53333
Ozernoe,18065,L6,1830.0,Found,1983,54.9,62.8
Ozona,18066,H6,127500.0,Found,1929,30.73333,-101.3
Ozren,18067,"Iron, IAB-MG",3900.0,Found,1952,44.6125,18.41806
Page City,18070,"Iron, IVA",13630.0,Found,1980,39.16667,-101.28333
Palermo,18076,Unknown,,Found,1966,-34.55,-58.43333
Pallasovka,34061,"Pallasite, PMG",198000.0,Found,1990,49.86667,46.61167
Palmas de Monte Alto,48959,"Iron, IIIAB",97000.0,Found,1954,-14.3675,-43.02278
Palmersville,18078,H5,9979.0,Found,1908,36.4665,-88.60283
Palo Blanco Creek,18080,Eucrite-mmict,1482.0,Found,1954,36.5,-104.5
Palo Verde Mine,31284,L6,9158.0,Found,2004,34.71457,-114.19142
Paloduro,18081,"Iron, IIIE",3000.0,Found,1935,34.9,-101.21667
Pampa (a),18083,L6,380.0,Found,1986,-23.2,-70.43333
Pampa (b),18084,L4/5,10000.0,Found,1986,-23.2,-70.43333
Pampa (c),18085,L4,25000.0,Found,1986,-23.2,-70.43333
Pampa (d),18086,L5,12800.0,Found,1986,-23.2,-70.43333
Pampa (e),18087,L6,10000.0,Found,1987,-23.2,-70.43333
Pampa (f),18088,L4/5,1300.0,Found,2000,-23.18333,-70.43333
Pampa (g),18089,L5,2900.0,Found,2000,-23.18333,-70.43333
Pampa de Agua Blanca,18090,L6,10.0,Found,1916,-24.16667,-69.83333
Pampa de Mejillones ,54636,L5,635.0,Found,1999,-23.15639,-70.47458
Pampa del Infierno,18091,L6,896.0,Found,1895,-26.68333,-61.08333
Pampa Providencia,18092,"Iron, IIIAB",12400.0,Found,1994,-24.45,-69.57167
Pan de Azucar,18094,"Iron, IAB complex",19500.0,Found,1887,-26.5,-69.5
Panhandle,18096,H5,1360.0,Found,1969,35.33333,-101.38333
Pannikin,18097,L6,13.6,Found,1965,-32.04167,126.18333
Paposo,31285,LL6,2000.0,Found,2001,-25.14333,-70.32
Paposo ,54773,L/LL4,2407.0,Found,2011,-25.0,-70.46667
Para de Minas,18099,"Iron, IVA",116300.0,Found,1934,-19.86667,-44.61667
Park,18104,L6,13000.0,Found,1969,39.11,-100.36167
Parma Canyon,18107,Iron,2150.0,Found,1940,43.8,-117.0
Patos de Minas (hexahedrite),18113,"Iron, IIAB",32000.0,Found,1925,-18.58333,-46.53333
Patos de Minas (octahedrite),18114,"Iron, IAB complex",200000.0,Found,1925,-18.58333,-46.53333
Patricia,18115,H5,14900.0,Found,1983,32.5,-102.03333
Patriot Hills ,18117,L5,1.73,Found,2000,-80.28555,-81.81348
Patuxent Range ,18119,L5,16540.6,Found,1991,-85.07424,-64.46576
Paulding County,18172,Iron,725.0,Found,1901,34.0,-84.8
Pavlodar (pallasite),18174,"Pallasite, PMG-an",4500.0,Found,1885,51.16667,77.33333
Paymaster Mine,44796,L5,159.0,Found,2004,33.18667,-114.91783
Payson,18178,L6,1728.0,Found,2001,34.23333,-111.4
Peck's Spring,18182,L5,1600.0,Found,1926,32.0,-102.0
Pecora Escarpment ,31286,LL5,19.5,Found,2005,-85.6661,-69.04142
Pooposo,18869,"Iron, IAB-MG",12000.0,Found,1910,-18.33333,-66.83333
Pedernales,34062,"Iron, IAB complex",691.0,Found,1980,30.33333,-98.95
Peetz,18783,L6,11500.0,Found,1937,40.95,-103.08333
Pei Xian,18784,Iron,400000.0,Found,1917,34.7,117.0
Pelona Mountain,18785,H5,618.0,Found,1999,33.66667,-108.1
Pennyweight,18787,"Iron, ungrouped",12.7,Found,1982,-29.11667,122.08333
Penokee,18788,H5,3580.0,Found,1947,39.35,-99.91667
Penouille,18789,"Iron, IAB complex",72.54,Found,1984,48.85,-64.43333
Pep,18791,OC,591.0,Found,1966,33.73,-102.57667
Perryton,18794,LL6,2114.0,Found,1975,36.35333,-100.73167
Perryville,18795,"Iron, IIC",17500.0,Found,1906,37.73333,-89.85
Persimmon Creek,18796,"Iron, IAB-sLM",5000.0,Found,1893,35.05,-84.23333
Petropavlovka,18802,H4,1773.0,Found,1916,48.2,43.73333
Petropavlovsk,18803,"Iron, ungrouped",7000.0,Found,1841,53.35,87.18333
Pevensey,18805,LL5,4300.0,Found,1868,-34.78333,144.66667
Phillips County (pallasite),18807,"Pallasite, PMG-an",1360.0,Found,1935,40.45,-102.38333
Phulmari,18810,Stone-uncl,4064.0,Found,1936,20.13333,75.5
Picacho,18814,"Iron, IIIAB",22000.0,Found,1952,33.2,-105.0
Pickens County,18815,H6,400.0,Found,1908,34.5,-84.5
Piedade do Bagre,18817,"Iron, ungrouped",59000.0,Found,1922,-18.94167,-44.98333
Pierceville (iron),18819,"Iron, IIIAB",100000.0,Found,1917,37.86667,-100.66667
Pierceville (stone),18820,L6,2125.0,Found,1939,37.86667,-100.66667
Pigick,18821,H5,690.0,Found,1994,-35.90667,141.855
Pima County,18823,"Iron, IIAB",210.0,Found,1947,32.2,-111.0
Pine Bluffs,18824,H,2700.0,Found,1935,41.18333,-104.06667
Pine Dam,18825,L5,200.4,Found,1976,-30.41667,138.0
Pine River,18826,"Iron, IAB-sLL",3600.0,Found,1931,44.21667,-89.1
Pingrup,55547,H5-melt breccia,1213.0,Found,2011,-33.58316,118.65662
Pinnaroo,18827,Mesosiderite-A4,39400.0,Found,1927,-35.38333,140.91667
Piñon,18828,"Iron, ungrouped",17850.0,Found,1928,32.66667,-105.1
Pinto Mountains,18829,L6,17900.0,Found,1954,34.0,-115.78333
Pipe Creek,18830,H6,13600.0,Found,1887,29.68333,-98.91667
Pirapora,18833,"Iron, IIAB",6175.0,Found,1888,-17.3,-45.0
Pitino,18836,H5,1667.0,Found,2002,-27.46667,-60.58333
Pittsburg,18838,"Iron, IAB-MG",600.0,Found,1850,40.43333,-80.0
Pizzetti Well,55548,H5,218.57,Found,1980,-26.26167,120.73333
Plains,18839,H5,34300.0,Found,1964,33.28333,-102.76667
Plains (d),18840,H4,280.0,Found,1991,33.26667,-102.9
Plainview (1917),18841,H5,700000.0,Found,1917,34.11667,-101.78333
Plainview (1950),18842,H,2200.0,Found,1950,34.11667,-101.78333
Plainview (c),18843,OC,631.0,Found,1963,34.125,-101.75667
Plainview (d),18844,L6,700.0,Found,1979,34.1875,-101.70417
Plainview (e),54437,H5,1250.0,Found,2010,34.18513,-101.70558
Plancy-l'Abbaye,18845,H4,180.0,Found,2003,48.66667,-4.05
Plateau du Tademait ,18847,H4,99.0,Found,1990,28.01667,0.3
Pleasanton,18848,H5,2300.0,Found,1935,38.18333,-94.71667
Plymouth,18850,"Iron, IIIAB",14000.0,Found,1893,41.33333,-86.31667
Podgrodzie,31301,H4/5,8.9,Found,2000,50.90333,21.54983
Podolkhovsky,51587,L6,648.0,Found,2007,49.66883,42.8325
Poeppel Corner,18852,L6,277.0,Found,1980,-25.78333,137.93333
Point Berliet,18854,H5,42000.0,Found,2001,20.537,9.53783
Point of Rocks (iron),18855,"Iron, IIIAB",18000.0,Found,1956,36.5,-104.5
Point of Rocks (stone),18856,L6,800.0,Found,1954,36.5,-104.5
Poison Spring,18857,Iron,524.0,Found,1971,38.17,-110.36667
Polujamki,18861,H4,18350.0,Found,1971,52.1,79.7
Pomozdino,18863,Eucrite-cm,327.0,Found,1964,62.2,54.16667
Pony Creek,18866,H4,4642.0,Found,1947,31.66333,-99.95
Poolowanna,18867,H5,875.0,Found,1997,-29.83167,136.85867
Poonarunna,18868,H5,76.0,Found,1970,-27.76667,137.85
Portales (a),18871,H4,3240.0,Found,1967,34.06667,-103.5
Portales (b),18872,L6,595.8,Found,1967,34.06667,-103.5
Portales (c),18873,H4,6000.0,Found,1967,34.1,-103.41667
Portis,18875,L,30.0,Found,1959,39.56667,-98.68333
Porto Alegre,52091,"Iron, IIIE",200000.0,Found,2005,-30.03306,-51.23
Post,18877,L,2000.0,Found,1965,33.11667,-101.38333
Potter,18878,L6,261000.0,Found,1941,41.23333,-103.3
Powell Peak ,54561,H6,42.8,Found,2011,34.68222,-114.33046
Powellsville,18880,H5,4310.0,Found,1990,38.66667,-82.78333
Prairie Dog Creek,18882,H3.7,2900.0,Found,1893,39.63333,-100.5
Prambanan,18884,"Iron, ungrouped",500000.0,Found,1797,-7.56667,110.83333
Premier Downs ,18885,L5,83.0,Found,1989,-30.46667,125.46667
Preobrazhenka,18886,H3/4,418.0,Found,1949,53.7,79.5
Primm,18889,H5,3383.0,Found,1997,35.66667,-115.36667
Prospector Pool,47700,"Iron, ungrouped",2768.0,Found,2003,-29.35,121.76667
Providence,18893,"Iron, IIIAB",6804.0,Found,1903,38.56667,-85.23333
Puente del Zacate,18894,"Iron, IIIAB",30790.0,Found,1904,27.86667,-101.5
Puente-Ladron,18895,L,7.7,Found,1944,34.4,-106.85
Puerta de Arauco,18896,Iron,1533.0,Found,1904,-28.88333,-66.66667
Puerto Libertad,18897,L,66.0,Found,1973,29.9,-112.68333
Puquios,18903,"Iron, IID",6580.0,Found,1885,-27.15,-69.91667
Purgatory Peak A,18904,"Iron, IAB-MG",19068.0,Found,1977,-77.33333,162.3
Purmela,32771,"Iron, IIF",4500.0,Found,1977,29.5,-98.05
Putnam County,18906,"Iron, IVA",32700.0,Found,1839,33.25,-83.25
Qarat al Milh ,35461,LL4-6,7269.0,Found,2005,21.37015,57.7291
Qaşr Tarcine,54475,L6,150.0,Found,2010,33.24333,9.86638
Qijiaojing,54610,"Iron, ungrouped",160000.0,Found,2003,43.75,92.91667
Quarat al Hanish,18909,"Iron, IAB-sHL",593.0,Found,1979,25.15,25.58333
Quartz Mountain,18910,"Iron, IIIAB",4832.0,Found,1935,37.2,-116.7
Quartzsite,35634,L4,69.7,Found,2002,33.68085,-114.1958
Qued Mya ,18911,H6,90.0,Found,1991,30.28306,3.62
Queen Alexandra Range ,18913,LL5,1007.5,Found,2002,-84.0,168.0
Queretaro,22359,H4,5000.0,Found,1971,20.63333,-100.38333
Quijingue,22362,"Pallasite, PMG",59000.0,Found,1984,-10.75,-39.21667
Quinn Canyon,22364,"Iron, IIIAB",1450000.0,Found,1908,38.08333,-115.53333
Quinyambie,22365,LL3.6,1638.0,Found,1968,-30.15,140.98333
Qulumat Nadqan ,51400,L3.7,13901.0,Found,2008,23.14302,49.53252
Rabbit Dry Lake,22366,L6,20.0,Found,2000,34.44567,-117.01083
Rabbit Flat,22367,H6,295.0,Found,1974,-20.36667,130.11667
Rafrüti,22369,"Iron, ungrouped",18200.0,Found,1886,47.0,7.83333
Ragged Top,22370,H4,122.7,Found,1997,32.44667,-111.34667
Ragland,22372,LL3.4,12100.0,Found,1982,34.76778,-103.55
Ragland Hill,56382,H5,11800.0,Found,1980,34.78333,-103.66667
Raguli,22373,H3.8,4239.0,Found,1972,45.7,43.7
Rainbow,22374,CO3.2,1553.0,Found,1994,-35.90667,141.855
Rakity,22375,L3,11400.0,Found,1971,51.8,79.9
Ramlat al Wahibah ,45872,H4/5,75.7,Found,2006,21.37115,58.4071
Ramlat as Sahmah ,22377,L6,97.53,Found,2003,20.2023,56.36668
Rammya,22383,H5,2481.0,Found,1996,31.16667,-3.91667
Rancho Blanco,22388,Eucrite-mmict,155.0,Found,1987,24.3,-102.18333
Rancho de la Pila (1882),22389,"Iron, IIIAB",46500.0,Found,1882,24.11667,-104.3
Rancho Gomelia,22391,"Iron, IIIAB",15650.0,Found,1975,24.51667,-105.25
Randsburg,44798,L5,112.9,Found,2005,35.4005,-117.66617
Ransom,22393,H4,15000.0,Found,1938,38.61667,-99.93333
Rateldraai,22397,"Iron, IIIAB",549000.0,Found,1909,-28.83333,21.13333
Rawlinna ,22399,"Pallasite, PMG-an",74.0,Found,1959,-31.16667,125.26667
Reager,22401,L6,230.0,Found,1948,39.78333,-100.0
Rebiana,22402,L/LL5,459.0,Found,1999,24.97833,21.885
Reckling Peak ,22403,L3.0-3.9,424.1,Found,1986,-76.24103,158.64804
Reckling Peak A,22456,L6,234.9,Found,1978,-76.26667,159.25
Red Deer Hill,22538,L6,2510.0,Found,1975,53.075,-105.84167
Red Dry Lake ,22539,H6,21.5,Found,2001,35.65306,-114.02437
Red River,22548,"Iron, IIIAB",800000.0,Found,1808,32.0,-95.0
Red Rock,22549,"Iron, IIIAB",47600.0,Found,1976,35.41667,-117.91667
Red Willow,22550,Iron,2750.0,Found,1899,40.25,-100.5
Redfields,22551,"Iron, ungrouped",8740.0,Found,1969,-30.71667,116.5
Redwater,51705,H4,229.5,Found,2009,53.9329,-112.977
Reed City,22552,"Iron, ungrouped",20000.0,Found,1895,43.86667,-85.51667
Reggane ,22553,H5,37.0,Found,1989,25.58333,0.5
Reid,22556,H5,144.1,Found,1969,-30.06667,128.98333
Reid ,22557,L6,66.5,Found,1974,-30.06667,128.96667
Rencoret ,56552,H6,1992.0,Found,1996,-23.17556,-69.71833
Renfrow,22588,L6,81600.0,Found,1986,36.98667,-97.555
Republican River,22591,H4,135.0,Found,1942,40.08333,-98.91667
Retuerta del Bullaque,56577,"Iron, IAB-MG",100000.0,Found,1980,39.45889,-4.3775
Rhall Amane ,45007,H4,224.0,Found,2005,23.2925,-10.17483
Rhine Villa,22594,"Iron, IIIE",3325.0,Found,1900,-34.66667,139.28333
Rhineland,22595,H5,6240.0,Found,1961,33.53333,-99.61667
Rica Aventura,22596,"Iron, IVA",5395.0,Found,1910,-21.98333,-69.61667
Richa,22598,"Iron, IID",1500.0,Found,1960,10.0,9.0
Richfield,22600,LL3.7,40800.0,Found,1983,37.22222,-101.68139
Richland,22601,"Iron, IIAB",50600.0,Found,1951,31.9,-96.4
Ridgecrest,22604,H5,9.69,Found,1958,35.58333,-117.56667
Rifle,22605,"Iron, IAB-MG",102700.0,Found,1948,38.51667,-107.83333
Rincon,22606,L6,249.4,Found,1995,-23.87083,-67.17639
Río Cuarto ,44799,Eucrite,62.7,Found,0,-32.87167,-64.22333
Rio do Pires,22608,L6,118.0,Found,1991,-13.12333,-42.2885
Rio Limay,22609,L5,280000.0,Found,1995,-39.85,-69.48333
Rio Rancho,55670,L6,1001.0,Found,2011,35.3,-106.63333
River,22612,L5,190.5,Found,1965,-30.36667,126.01667
Riverton,22613,H5,103.3,Found,1960,50.94,-96.99167
Roach,22616,LL6,10.56,Found,1998,35.63333,-115.36667
Roach Dry Lake ,22617,L6,5.0,Found,2000,35.65933,-115.37167
Roberts Butte ,22625,H4,33.2,Found,2003,-72.65333,160.30703
Roosevelt County ,22662,H5,5.2,Found,1979,34.08333,-103.5
Rock Creek,22638,L5,1641.0,Found,1980,34.42222,-101.4975
Rock Springs,22639,L6,52.7,Found,2003,41.65,-109.025
Rodeo,22643,"Iron, IID",44000.0,Found,1852,25.33333,-104.66667
Roebourne,22644,"Iron, IIIAB",86860.0,Found,1892,-22.33333,118.0
Rogers,22645,L,982.0,Found,1974,34.065,-103.40833
Rolla (1936),22646,H5,440.0,Found,1936,37.11667,-101.6
Rolla (1939),22647,H4,207.5,Found,1939,37.11667,-101.6
Rolla (1941),22648,H5,435.0,Found,1941,37.08333,-101.6
Rolla (d),22649,H,50.0,Found,1942,37.08333,-101.6
Romashki,52890,L6,3400.0,Found,2009,50.28533,46.69967
Romero,22651,H4,17200.0,Found,1938,35.76667,-102.95
Rooikop ,22652,H5,1039.0,Found,1991,-23.08333,14.715
Roosevelt,22655,H3.4,5200.0,Found,1972,34.86667,-98.95
Roper River,22763,"Iron, IIIAB",6400.0,Found,1953,-15.0,135.0
Rosamond,57434,LL3,11.1,Found,2012,34.82793,-118.1464
Rosamond Dry Lake,22764,L,850.0,Found,1940,34.83333,-118.06667
Rosario,22765,"Iron, IAB-MG",2700.0,Found,1896,14.6,-88.68333
Rosebud,22767,H5,54900.0,Found,1915,30.81667,-97.05
Round Top (a),22768,L5,9935.0,Found,1934,30.05806,-96.65139
Round Top (b),22769,H4,7166.0,Found,1939,30.06667,-96.7
Roundsprings,22770,H5,6000.0,Found,1986,39.16667,-98.43333
Roundup,22771,"Iron, IIIAB",17590.0,Found,1990,46.78333,-108.56667
Rowena,22772,H6,34700.0,Found,1962,-29.8,148.63333
Roy (1933),22774,L5,47200.0,Found,1933,35.95,-104.2
Roy (1934),22775,L6,5619.0,Found,1934,35.95,-104.2
Rub' al-Khali ,22776,H5,490.0,Found,1955,20.0,50.0
Ruff's Mountain,22779,"Iron, IIIAB",53070.0,Found,1844,34.3,-81.4
Rumanová,22781,H5,4300.0,Found,1994,48.348,17.866
Rush County,22785,H5,4300.0,Found,1948,39.5,-85.5
Rush Creek,22786,L6,9300.0,Found,1938,38.61667,-102.71667
Rushville,22787,L5,50.0,Found,1866,39.61667,-85.45
Russel Gulch,22788,"Iron, IIIAB",13200.0,Found,1863,39.8,-105.5
Ryan Field,22789,H5,8.9,Found,1982,32.13333,-111.13333
Ryder Gletcher,22790,L5,5288.0,Found,1988,81.16667,-49.0
Sacramento Mountains,22794,"Iron, IIIAB",237200.0,Found,1890,32.91667,-104.66667
Sacramento Wash ,34065,H4,98.9,Found,2003,34.75637,-114.23435
Safsaf,22795,L6,11870.0,Found,1998,30.26667,-4.66667
Saginaw,22797,Iron,44500.0,Found,1979,32.86583,-97.32306
Saint Augustine,23080,"Iron, IID",22000.0,Found,1974,40.71667,-90.41667
Saint-Aubin,23096,"Iron, IIIAB",472000.0,Found,1968,48.48333,3.58333
Sainte Rose,23720,H3.6,430.0,Found,1983,-21.19222,55.68639
Salaices,23105,H4,24500.0,Found,1971,27.0,-105.25
Salar de Atacama,53813,L6,223.0,Found,2008,-23.826,-68.57217
Salar de Imilac,23106,H5,1005.0,Found,2000,-24.20333,-68.805
Salina,23108,Iron,235.0,Found,1908,38.98333,-111.85
Saline,23109,H5,30800.0,Found,1901,39.4,-100.4
Salla,23110,L6,7000.0,Found,1963,66.8,28.45
Salt Lake City,23112,H5,875.0,Found,1869,40.91667,-111.66667
Salt River,23113,"Iron, IIC",3600.0,Found,1850,37.95,-85.78333
Sam's Valley,23116,"Iron, IIIAB",6920.0,Found,1894,42.53333,-122.875
San Angelo,23117,"Iron, IIIAB",88000.0,Found,1897,31.41667,-100.35
San Bernardino Wash,55265,L5,258.0,Found,2010,34.00056,-115.72972
San Borjita,23118,L4,12300.0,Found,1983,-27.55861,-56.13444
San Carlos,23119,H4,3600.0,Found,1942,-35.53333,-58.76667
San Cristobal,23121,"Iron, IAB-ung",5000.0,Found,1882,-23.43333,-69.5
San Emigdio,23122,H4,36000.0,Found,1887,36.0,-119.0
San Francisco del Mezquital,23123,"Iron, IIAB",7500.0,Found,1868,23.48333,-104.36667
San Francisco Mountains,23124,"Iron, IVA",1700.0,Found,1920,35.0,-112.0
San Joaquin,47356,L5/6,31.8,Found,2005,32.16657,-111.11718
San José,23125,H5,532.0,Found,1944,24.7,-99.08333
San Juan ,23126,L5,1229.0,Found,2001,-25.575,-69.795
San Juan 008 ,48685,LL6,103.78,Found,2007,-25.4485,-69.851833
San Luis,23129,H,,Found,1964,-33.33333,-66.38333
San Pedro Springs,23131,L6,72.0,Found,1887,29.5,-98.5
Sanclerlandia,23132,"Iron, IIIAB",279000.0,Found,1971,-16.21667,-50.3
Sand Creek,23133,H5,2443.0,Found,1986,39.43,-99.995
Sand Draw,23134,H5,1200.0,Found,1947,40.81667,-102.25
Sanderson,23135,"Iron, IIIAB",6800.0,Found,1936,30.13333,-102.15
Sandy Creek,23158,L5,1330.0,Found,1999,40.43333,-98.06667
Sandia Mountains,23156,"Iron, IIAB",45000.0,Found,1925,35.25,-106.5
Sandtown,23157,"Iron, IIIAB",9350.0,Found,1938,35.93333,-91.63333
Santa Apolonia,23160,"Iron, IIIAB",1316000.0,Found,1872,19.21667,-98.3
Santa Catharina,23162,"Iron, IAB-ung",7000000.0,Found,1875,-26.21667,-48.6
Santa Clara,23163,"Iron, IVB",63000.0,Found,1976,24.46667,-103.35
Santa Luzia,23166,"Iron, IIAB",1918000.0,Found,1921,-16.26667,-47.95
Santa Rosa,23167,"Iron, IC",825000.0,Found,1810,5.91667,-73.0
Santa Rosalia,23168,"Pallasite, PMG",1631.0,Found,1950,27.33333,-112.33333
Santa Vitoria do Palmar,35478,L3,50400.0,Found,2003,-33.50944,-53.41083
Santiago Papasquiero,23169,"Iron, ungrouped",119500.0,Found,1958,24.5,-106.0
São João Nepomuceno,23170,"Iron, IVA-an",15300.0,Found,1960,-21.55,-43.01667
São Julião de Moreira,23172,"Iron, IIAB",162000.0,Found,1883,41.76611,-8.58361
Saotome,23174,"Iron, IVA",10880.0,Found,1892,36.5,137.0
Sappa,23175,L6,5950.0,Found,1983,39.84433,-100.51
Sardis,23177,"Iron, IAB complex",800000.0,Found,1940,32.94889,-81.865
Sarepta,23178,"Iron, IAB-MG",14000.0,Found,1854,48.48333,44.81667
Sargiin Gobi,23179,"Iron, IAB complex",17500.0,Found,1964,45.9835,105.75883
Sarir Qattusah ,23180,L/LL3,796.0,Found,1994,26.4455,15.5925
Sarir Tibesti ,23185,H5,6697.0,Found,1994,24.297,18.41433
Sarratola,23186,L5,265.0,Found,1948,24.4,81.88333
Savannah,23189,"Iron, IIIAB",60000.0,Found,1923,35.16667,-88.18333
Sawtooth Knob,23191,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167
Sawyer,53806,H4,8100.0,Found,2006,37.52392,-98.62993
Sayh al Uhaymir ,23193,L5,450000.0,Found,2000,20.51667,56.66667
Schaap-Kooi,23456,H4,2700.0,Found,1910,-32.08333,21.33333
Schwetz,23461,"Iron, IIIAB",21500.0,Found,1850,53.4,18.45
Scott City,23462,H5,2135.0,Found,1905,38.46667,-100.93333
Scott Glacier ,23463,L4,311.5,Found,1998,-87.03333,-148.0
Scottsville,23466,"Iron, IIAB",10000.0,Found,1867,36.76667,-86.16667
Scurry,23468,H5,118000.0,Found,1937,32.5,-101.0
Seagraves,23469,H4,13000.0,Found,1962,32.93333,-102.58333
Seagraves (b),23470,H5,4600.0,Found,1976,32.91722,-102.5
Seagraves (c),23471,L6/7,26810.0,Found,1989,32.98333,-102.56667
Seeläsgen,23474,"Iron, IAB-MG",102000.0,Found,1847,52.26667,15.55
Seemore Downs ,23475,L/LL4,429.0,Found,1991,-30.58333,125.21667
Séguédine,23477,H6,444.0,Found,2002,20.81833,12.97333
Seguin,23478,H6,750.0,Found,1956,39.36667,-100.63333
Seibert (a),23479,H5,3500.0,Found,1941,39.3,-102.83333
Seibert (b),23480,L6,8600.0,Found,1991,39.27667,-102.88667
Selcany,23482,Iron,20.0,Found,1900,49.75,14.41667
Selden,23484,LL5,1560.0,Found,1960,39.53333,-100.56667
Seligman,23485,"Iron, IAB-MG",2200.0,Found,1949,35.28333,-112.86667
Selma,23486,H4,140600.0,Found,1906,32.4,-87.0
Seminole,23488,H4,43900.0,Found,1961,32.68333,-102.61667
Seminole (b),23489,H4,1184.0,Found,1965,32.54333,-102.705
Seminole (c),23490,H4,1711.0,Found,1967,32.55,-102.39167
Seminole (d),23491,H6,1710.0,Found,1976,32.71667,-102.65
Seminole (e),23492,H5,758.2,Found,1977,32.71667,-102.65
Seminole (f),54436,H5,5421.0,Found,2008,32.70038,-102.67268
Seminole (g),55293,H5,640.4,Found,1999,32.71667,-102.65
Seminole Draw (a),23493,L6,478.0,Found,1976,32.71667,-102.65
Seminole Draw (b),23494,H5,1192.7,Found,1976,32.71667,-102.65
Seneca,23497,H4,1900.0,Found,1936,39.83333,-96.06667
Seneca Falls,23498,"Iron, IIIAB",4000.0,Found,1850,42.91667,-76.78333
Seneca Township,23499,"Iron, IVA",11500.0,Found,1923,41.78333,-84.18333
Serrania de Varas,23503,"Iron, IVA",1500.0,Found,1875,-24.55,-69.06667
Seth Ward,23505,H5,3800.0,Found,1977,34.26889,-101.64722
